SBD,Toán,Lý,Hóa,Sinh,S?,??a,GDCD,V?n,Ngo?i ng?,Mã NN,,Toán,Lý,Hóa,Sinh,S?,??a,GDCD,V?n,Ngo?i ng?
35001293,8.4,9.5,5,4.75,-1,-1,-1,8.25,9,N1,,,,,,,,,,
35001294,2.2,-1,-1,-1,4.25,4,-1,1.75,-1,none,,,,,,,,,,
35001295,8.6,8.5,8.25,6.75,-1,-1,-1,7.5,6.6,N1,,,,,,,,,,
35001296,7.2,-1,-1,-1,6.75,6.5,6,5.5,4.8,N1,,,,,,,,,,
35001297,7.8,-1,-1,-1,6.5,7.75,9.25,8.25,7.6,N1,,,,,,,,,,
35001298,6.8,-1,-1,-1,6,6.75,-1,4.25,-1,none,,,,,,,,,,
35001299,8.4,9,-1,-1,-1,-1,-1,-1,7.2,N1,,,,,,,,,,
35001300,4.8,-1,-1,-1,6.5,5.5,-1,3,-1,none,,,,,,,,,,
35001301,7.8,-1,-1,-1,7.5,7.5,9,9,8.8,N1,,,,,,,,,,
35001302,6.6,-1,-1,-1,4.25,5.5,6.5,8,5.4,N1,,,,,,,,,,
35001303,3.2,-1,-1,-1,4.25,5.75,-1,5.25,-1,none,,,,,,,,,,
35001304,7.2,-1,-1,-1,5.75,6.25,8.5,8.75,5,N1,,,,,,,,,,
35001305,6.4,-1,-1,-1,4.5,6.25,7.25,7.91,6,N1,,,,,,,,,,
35001306,7.4,-1,-1,-1,8.25,7,9.5,9,7.2,N1,,,,,,,,,,
35001307,7.6,-1,-1,-1,-1,-1,-1,8.75,8.2,N1,,,,,,,,,,
35001308,8.2,4,8.75,6.5,-1,-1,-1,6.25,8.4,N1,,,,,,,,,,
35001309,8.8,8,8,6.25,-1,-1,-1,5.5,4.8,N1,,,,,,,,,,
35001310,8,8.75,8.5,4.5,-1,-1,-1,6.75,4,N1,,,,,,,,,,
35001311,5.8,-1,-1,-1,8,7.25,9,6.5,6.2,N1,,,,,,,,,,
35001312,8,-1,-1,-1,7.5,5.25,7,6.5,4.4,N1,,,,,,,,,,
35001313,8.2,8,6.5,4.75,-1,-1,-1,4.75,8.6,N1,,,,,,,,,,
35001314,5.4,-1,-1,-1,7,6.25,8.25,6.5,4.4,N1,,,,,,,,,,
35001315,8,8.5,8,6.25,-1,-1,-1,7.5,5.4,N1,,,,,,,,,,
35001316,8.4,5.75,7,6,-1,-1,-1,7,5.6,N1,,,,,,,,,,
35001317,8.6,9.25,8.25,5,-1,-1,-1,7.25,7.6,N1,,,,,,,,,,
35001318,3.2,-1,-1,-1,5.25,6,-1,1.75,-1,none,,,,,,,,,,
35001319,4.8,-1,-1,-1,6.25,5.75,-1,4.5,-1,none,,,,,,,,,,
35001320,5.2,-1,-1,-1,6.75,8,-1,4.75,-1,none,,,,,,,,,,
35001321,7.6,-1,-1,-1,7.25,7.25,8.75,9.25,7.2,N1,,,,,,,,,,
35001322,5.4,-1,-1,-1,4.75,6.5,8.5,8.25,7.8,N1,,,,,,,,,,
35001323,8,8,9,3,-1,-1,-1,6.5,3.4,N1,,,,,,,,,,
35001324,8.4,7.75,8.25,3.25,-1,-1,-1,-1,-1,none,,,,,,,,,,
35001325,6.8,8.5,8,4.5,-1,-1,-1,8.75,4.8,N1,,,,,,,,,,
35001326,7.8,-1,-1,-1,7.5,7.5,8.75,6.25,5.2,N1,,,,,,,,,,
35001327,4.6,-1,-1,-1,6.25,6.75,-1,4.75,-1,none,,,,,,,,,,
35001328,7.8,-1,7.75,7.5,-1,-1,-1,-1,-1,none,,,,,,,,,,
35001329,7,-1,-1,-1,6.5,6.25,6.25,8.5,5.2,N1,,,,,,,,,,
35001330,7.4,5,8,6.25,-1,-1,-1,8.75,6.4,N1,,,,,,,,,,
35001331,8.2,6.75,8.75,8,-1,-1,-1,8.25,6.2,N1,,,,,,,,,,
35001332,7,-1,-1,-1,7,6.75,5.75,8.25,6,N1,,,,,,,,,,
35001333,8.2,-1,-1,-1,8,7.5,9,8.5,6.2,N1,,,,,,,,,,
35001334,6.6,-1,-1,-1,5.25,5.75,8.25,8,5.2,N1,,,,,,,,,,
35001335,5.8,-1,-1,-1,7.75,7.25,9,8.75,3.4,N1,,,,,,,,,,
35001336,7.4,-1,-1,-1,7.25,6.5,8.5,9,5.8,N1,,,,,,,,,,
35001337,6.8,-1,-1,-1,6.25,8,7.75,8.5,6.2,N1,,,,,,,,,,
35001338,7.2,7.5,7.75,3.75,-1,-1,-1,6.25,5.2,N1,,,,,,,,,,
35001339,6.2,-1,-1,-1,6.75,8,9,8.5,3,N1,,,,,,,,,,
35001340,2.4,-1,-1,-1,7,5.75,-1,6,-1,none,,,,,,,,,,
35001341,5.6,-1,-1,-1,5.75,6.75,-1,5.25,-1,none,,,,,,,,,,
35001342,8,7.25,7,5.25,-1,-1,-1,8.5,3.4,N1,,,,,,,,,,
35001343,8.2,8.25,5.5,5,-1,-1,-1,5,8,N1,,,,,,,,,,
35001344,7.6,7.75,3.5,3.25,-1,-1,-1,6.75,6.4,N1,,,,,,,,,,
35001345,2.4,-1,-1,-1,3,4.25,-1,1.75,-1,none,,,,,,,,,,
35001346,-1,-1,-1,-1,9.25,8,-1,5.75,-1,none,,,,,,,,,,
35001347,6.2,-1,-1,-1,6.75,7.25,8,8,3.2,N1,,,,,,,,,,
35001348,2,-1,-1,-1,3,3.75,-1,3.5,-1,none,,,,,,,,,,
35001349,2.8,-1,-1,-1,6.25,4.75,-1,4,-1,none,,,,,,,,,,
35001350,8.4,7.25,6.25,5,-1,-1,-1,7.25,2,N1,,,,,,,,,,
35001351,8.2,6.75,8.25,-1,-1,-1,-1,-1,-1,none,,,,,,,,,,
35001352,8.6,7.75,8,-1,-1,-1,-1,8.25,-1,none,,,,,,,,,,
35001353,3.4,-1,-1,-1,6.75,7,-1,4.25,-1,none,,,,,,,,,,
35001354,3,-1,-1,-1,4,4.75,-1,3.25,-1,none,,,,,,,,,,
35001355,3.6,-1,-1,-1,3.5,5.25,-1,5,-1,none,,,,,,,,,,
35001356,4.8,-1,-1,-1,4,5.75,-1,1.5,-1,none,,,,,,,,,,
35001357,8.4,7.75,7.25,3.5,-1,-1,-1,6.25,4.8,N1,,,,,,,,,,
35001358,8,5.5,8,1,-1,-1,-1,-1,-1,none,,,,,,,,,,
35001359,8.2,6.25,8.5,8.5,-1,-1,-1,8.25,6.6,N1,,,,,,,,,,
35001360,7,6.5,4.5,4,-1,-1,-1,6,4.4,N1,,,,,,,,,,
35001361,8.6,8.25,8.5,6.25,-1,-1,-1,9.25,8.8,N1,,,,,,,,,,
35001362,7.8,8,8,3.75,-1,-1,-1,8.25,5.2,N1,,,,,,,,,,
35001363,5.2,-1,-1,-1,4.25,5.25,-1,4.25,-1,none,,,,,,,,,,
35001364,8.2,7.5,7.5,4.75,-1,-1,-1,5,3.4,N1,,,,,,,,,,
35001365,6.6,-1,-1,-1,7.25,7.75,8.5,5.91,4.6,N1,,,,,,,,,,
35001366,6.4,-1,-1,-1,8,9,8,8.5,5.4,N1,,,,,,,,,,
35001367,2.6,-1,-1,-1,2.75,3.75,-1,3.5,-1,none,,,,,,,,,,
35001368,8.6,8,8.5,5,-1,-1,-1,7,4.6,N1,,,,,,,,,,
35001369,7.6,-1,-1,-1,6.25,6,7,9,7.8,N1,,,,,,,,,,
35001370,5.8,-1,-1,-1,7.25,5.5,-1,5.5,-1,none,,,,,,,,,,
35001371,7.2,-1,-1,-1,6,7.25,8.5,8.75,7.2,N1,,,,,,,,,,
35001372,8.6,7.5,7.25,5.75,-1,-1,-1,9,9.2,N1,,,,,,,,,,
35001373,8,6.75,7.5,2.25,-1,-1,-1,7.5,5.8,N1,,,,,,,,,,
35001374,8.4,-1,-1,-1,6.5,7.5,7.5,7.5,6.6,N1,,,,,,,,,,
35001375,6.4,-1,-1,-1,6,7.25,-1,5.75,-1,none,,,,,,,,,,
35001376,6.8,-1,-1,-1,6.5,7.5,8.25,9,6.8,N1,,,,,,,,,,
35001377,8.6,9.25,6,4.5,-1,-1,-1,9,9,N1,,,,,,,,,,
35001378,7.6,7,6.25,3.75,-1,-1,-1,5.5,1.8,N1,,,,,,,,,,
35001379,3.6,-1,-1,-1,3,5,-1,2.75,-1,none,,,,,,,,,,
35001380,3.2,-1,-1,-1,8.5,5.5,-1,3.75,-1,none,,,,,,,,,,
35001381,7.4,-1,-1,-1,8.25,7,9,7.5,8.2,N1,,,,,,,,,,
35001382,9,6.5,4.5,3.75,-1,-1,-1,6.25,6,N1,,,,,,,,,,
35001383,8,8.5,9.25,5.25,-1,-1,-1,6.75,4.8,N1,,,,,,,,,,
35001384,8.6,8.75,7.75,7.75,-1,-1,-1,7.5,8.6,N1,,,,,,,,,,
35001385,7,-1,-1,-1,7.5,5.5,-1,5,-1,none,,,,,,,,,,
35001386,7,-1,-1,-1,9.25,7.75,-1,6.25,-1,none,,,,,,,,,,
35001387,8.6,9,9.25,6.25,-1,-1,-1,6.25,6.6,N1,,,,,,,,,,
35001388,4.8,-1,-1,-1,6,6,-1,2.5,-1,none,,,,,,,,,,
35001389,7.8,-1,-1,-1,2.75,3.5,-1,0.5,-1,none,,,,,,,,,,
35001390,2.2,-1,-1,-1,4.5,5,-1,2,-1,none,,,,,,,,,,
35001391,8.6,7,9.25,5,-1,-1,-1,8.5,8.8,N1,,,,,,,,,,
35001392,7,-1,-1,-1,8.5,8,9,9.25,6.8,N1,,,,,,,,,,
35001393,5,-1,-1,-1,5.5,5.25,-1,4.58,-1,none,,,,,,,,,,
35001394,5.2,-1,-1,-1,2.25,6,-1,6,-1,none,,,,,,,,,,
35001395,3.2,-1,-1,-1,1.5,4.25,-1,1.5,-1,none,,,,,,,,,,
35001396,4.6,-1,-1,-1,4.75,6,-1,4.5,-1,none,,,,,,,,,,
35001397,5.6,-1,-1,-1,5,6,-1,2.75,-1,none,,,,,,,,,,
35001398,7.2,-1,-1,-1,6.75,7.5,7,8.75,5.4,N1,,,,,,,,,,
35001399,7.2,5.75,7,4,-1,-1,-1,9,9,N1,,,,,,,,,,
35001400,7.6,7.25,8,2.75,-1,-1,-1,6,3.2,N1,,,,,,,,,,
35001401,7.2,-1,-1,-1,6.25,7.5,7.5,7.5,4.2,N1,,,,,,,,,,
35001402,6.6,-1,-1,-1,5.75,7.75,6.75,7.5,3.6,N1,,,,,,,,,,
35001403,8.6,8.5,7,5.75,-1,-1,-1,7.75,6.8,N1,,,,,,,,,,
35001404,7.4,5.5,4.75,3.75,-1,-1,-1,7.75,-1,none,,,,,,,,,,
35001405,7,-1,-1,-1,6.5,5.75,6.5,7.5,4.2,N1,,,,,,,,,,
35001406,3.8,-1,-1,-1,4.5,3.5,-1,6.75,-1,none,,,,,,,,,,
35001407,8.8,8.25,7,7,-1,-1,-1,-1,-1,none,,,,,,,,,,
35001408,3.6,-1,-1,-1,4.25,5.25,-1,2.75,-1,none,,,,,,,,,,
35001409,7.6,7.5,5.75,4.75,-1,-1,-1,6.75,8.8,N1,,,,,,,,,,
35001410,7.2,-1,-1,-1,5.5,6.5,7.25,6,8,N1,,,,,,,,,,
35001411,9.2,7.25,5.75,3.5,-1,-1,-1,-1,-1,none,,,,,,,,,,
35001412,7.4,-1,-1,-1,3.75,7,8,8.5,6.2,N1,,,,,,,,,,
35001413,8.6,7.5,7.5,-1,-1,-1,-1,-1,-1,none,,,,,,,,,,
35001414,7.6,-1,-1,-1,4.5,5.25,8.5,8.25,8,N1,,,,,,,,,,
35001415,8.2,8.25,6.25,3.75,-1,-1,-1,7.75,7.6,N1,,,,,,,,,,
35001416,3.8,-1,-1,-1,5.75,5.5,-1,3.75,-1,none,,,,,,,,,,
35001417,6.8,-1,-1,-1,3.75,4.5,6,6,2.2,N1,,,,,,,,,,
35001418,3.4,-1,-1,-1,3.75,6,-1,3.5,-1,none,,,,,,,,,,
35001419,7.4,6.25,6.75,4.5,-1,-1,-1,7.75,3.4,N1,,,,,,,,,,
35001420,6.8,-1,-1,-1,5.25,4.75,6,7,4.6,N1,,,,,,,,,,
35001421,7,-1,-1,-1,7.25,8.25,8.25,9.25,3.6,N1,,,,,,,,,,
35001422,5.4,-1,-1,-1,3.75,4.75,-1,5.5,-1,none,,,,,,,,,,
35001423,8.2,7.5,4.75,5,-1,-1,-1,4.75,7.8,N1,,,,,,,,,,
35001424,6.2,-1,-1,-1,8.25,6.25,8.75,6,7.2,N1,,,,,,,,,,
35001425,8,-1,-1,-1,5.25,5.25,6.5,6,3.2,N1,,,,,,,,,,
35001426,3.4,-1,-1,-1,5.5,6,-1,3.75,-1,none,,,,,,,,,,
35001427,8.4,8.25,8.25,4.5,-1,-1,-1,6.5,4.6,N1,,,,,,,,,,
35001428,3.6,-1,-1,-1,3.25,3.5,-1,2,-1,none,,,,,,,,,,
35001429,7.2,-1,-1,-1,5.75,6.75,7.5,8.5,6.6,N1,,,,,,,,,,
35001430,6,-1,-1,-1,3.75,5,-1,3.25,-1,none,,,,,,,,,,
35001431,5.8,-1,-1,-1,8,7,-1,4,-1,none,,,,,,,,,,
35001432,7.6,-1,-1,-1,7,5.75,8,8.25,7.2,N1,,,,,,,,,,
35001433,7.6,7.5,5.75,5.25,-1,-1,-1,6.75,5.6,N1,,,,,,,,,,
35001434,4.2,-1,-1,-1,5,3.5,-1,5.75,-1,none,,,,,,,,,,
35001435,7.8,8.25,8.75,5.25,-1,-1,-1,7.5,5.6,N1,,,,,,,,,,
35001436,8.4,7.5,8,4.75,-1,-1,-1,7,6.4,N1,,,,,,,,,,
35001437,8,-1,-1,-1,3.75,5.75,7,8.5,5.2,N1,,,,,,,,,,
35001438,5.8,-1,-1,-1,4,5,7.75,6.5,3.6,N1,,,,,,,,,,
35001439,6.8,-1,-1,-1,4.5,6.25,7.25,7.75,5.4,N1,,,,,,,,,,
35001440,6.8,-1,-1,-1,6.5,5.5,8,8,5.6,N1,,,,,,,,,,
35001441,7.8,9,8.25,4.75,-1,-1,-1,9.25,7,N1,,,,,,,,,,
35001442,6.8,6,8,4.5,-1,-1,-1,7.25,5,N1,,,,,,,,,,
35001443,8,5,8,4.25,-1,-1,-1,7.5,8,N1,,,,,,,,,,
35001444,8,6.5,8,9,-1,-1,-1,7.75,6,N1,,,,,,,,,,
35001445,4.4,-1,-1,-1,3.75,5.75,-1,5,-1,none,,,,,,,,,,
35001446,7.8,8.75,4.75,2.75,-1,-1,-1,5.5,6.2,N1,,,,,,,,,,
35001447,-1,-1,-1,-1,7.5,7,-1,9,-1,none,,,,,,,,,,
35001448,8.2,7.5,8.25,4,-1,-1,-1,7.75,4.6,N1,,,,,,,,,,
35001449,8.6,8.75,8.25,6.25,-1,-1,-1,9.25,7.8,N1,,,,,,,,,,
35001450,7.6,6.5,8.25,4.25,-1,-1,-1,8.5,6.6,N1,,,,,,,,,,
35001451,5,-1,-1,-1,5.75,6,7.25,7.5,3.4,N1,,,,,,,,,,
35001452,2.4,-1,-1,-1,3.5,4.5,-1,3,-1,none,,,,,,,,,,
35001453,6.6,-1,-1,-1,4.75,5.25,7,7.75,1.8,N1,,,,,,,,,,
35001454,7.8,5.25,8.25,4.5,-1,-1,-1,6.75,8.2,N1,,,,,,,,,,
35001455,8.6,-1,-1,-1,4,8,8.25,8.75,8.4,N1,,,,,,,,,,
35001456,4.6,-1,-1,-1,6.5,6.25,8,9.25,6,N1,,,,,,,,,,
35001457,8.2,8.75,6.75,5.5,-1,-1,-1,7.75,8.4,N1,,,,,,,,,,
35001458,3.2,-1,-1,-1,3,3.5,-1,4.5,-1,none,,,,,,,,,,
35001459,-1,-1,-1,-1,-1,-1,-1,-1,-1,none,,,,,,,,,,
35001460,7.8,5.5,8.25,6.5,-1,-1,-1,9.5,6.8,N1,,,,,,,,,,
35001461,8.4,8.25,7,5.75,-1,-1,-1,7.5,9.6,N1,,,,,,,,,,
35001462,7.8,-1,-1,-1,4.5,6,7.75,6.75,5.6,N1,,,,,,,,,,
35001463,7.4,5.5,7.5,4.5,-1,-1,-1,8,4.8,N1,,,,,,,,,,
35001464,8,5.75,6.75,3.25,-1,-1,-1,6.5,6.8,N1,,,,,,,,,,
35001465,8,6.5,8,6,-1,-1,-1,7,6.8,N1,,,,,,,,,,
35001466,8.2,8.5,5.75,4,-1,-1,-1,7.75,8.6,N1,,,,,,,,,,
35001467,8,7,6,4.75,-1,-1,-1,7.75,8.8,N1,,,,,,,,,,
35001468,8.6,-1,-1,-1,7.25,7.25,8.5,9,8.4,N1,,,,,,,,,,
35001469,1.8,-1,-1,-1,4.75,5,-1,0.75,-1,none,,,,,,,,,,
35001470,4.6,-1,-1,-1,7.75,6.5,-1,6,-1,none,,,,,,,,,,
35001471,9,8.75,8.5,4.25,-1,-1,-1,-1,-1,none,,,,,,,,,,
35001472,3,-1,-1,-1,3.5,5,-1,3.75,-1,none,,,,,,,,,,
35001473,6.2,-1,-1,-1,6.25,7.25,7.75,7.75,2.6,N1,,,,,,,,,,
35001474,2.8,-1,-1,-1,4.75,5.25,-1,4.25,-1,none,,,,,,,,,,
35001475,7.6,-1,-1,-1,7.25,7,7.75,8.5,4.4,N1,,,,,,,,,,
35001476,2.6,-1,-1,-1,5.25,5,5.5,5,2.8,N1,,,,,,,,,,
35001477,3.4,-1,-1,-1,3.5,6.25,5,7.75,4.6,N1,,,,,,,,,,
35001478,7.8,-1,-1,-1,6.75,6,8.25,6.5,3.8,N1,,,,,,,,,,
35001479,5,-1,-1,-1,2.5,5.75,-1,3.25,-1,none,,,,,,,,,,
35001480,2,-1,-1,-1,2.5,5,-1,1.75,-1,none,,,,,,,,,,
35001481,4,-1,-1,-1,2.5,4.75,-1,1.5,-1,none,,,,,,,,,,
35001482,2.4,-1,-1,-1,7,6,-1,4,-1,none,,,,,,,,,,
35001483,3,-1,-1,-1,5.25,4.5,-1,4.5,-1,none,,,,,,,,,,
35001484,6.8,-1,-1,-1,5.5,6.75,8.25,7.25,8.8,N1,,,,,,,,,,
35001485,6.4,-1,-1,-1,6.75,7,9.5,9.5,6.8,N1,,,,,,,,,,
35001486,1.4,-1,-1,-1,4.5,5.5,-1,2.5,-1,none,,,,,,,,,,
35001487,8,-1,-1,-1,7.5,6.5,7.75,7.75,7.2,N1,,,,,,,,,,
35001488,7.4,7.25,7.5,5.5,-1,-1,-1,7.5,4.8,N1,,,,,,,,,,
35001489,7.4,9.5,7.25,3,-1,-1,-1,8,4.4,N1,,,,,,,,,,
35001490,6.8,-1,-1,-1,6.5,6.5,7.5,8.5,5,N1,,,,,,,,,,
35001491,8.2,-1,-1,-1,7.25,8.5,8.5,9.25,9,N1,,,,,,,,,,
35001492,8.6,-1,-1,-1,8,8.5,8.5,8.5,5,N1,,,,,,,,,,
35001493,6.6,-1,-1,-1,5,6.25,7.5,7.5,6.6,N1,,,,,,,,,,
35001494,3.8,-1,-1,-1,4.5,5.75,-1,6.5,-1,none,,,,,,,,,,
35001495,4.2,-1,-1,-1,4.5,5.5,-1,4.25,-1,none,,,,,,,,,,
35001496,8,-1,-1,-1,6,8,7.75,8.5,6.4,N1,,,,,,,,,,
35001497,7.8,-1,-1,-1,8.25,8.25,9.25,9.25,8,N1,,,,,,,,,,
35001498,5,-1,-1,-1,7,7.75,9.25,8.5,3.8,N1,,,,,,,,,,
35001499,6.4,-1,-1,-1,7,8.5,8,7.75,3.6,N1,,,,,,,,,,
35001500,8.6,8.5,6.25,4,-1,-1,-1,8.75,8,N1,,,,,,,,,,
35001501,3,-1,-1,-1,3.25,5,-1,3.75,-1,none,,,,,,,,,,
35001502,7.2,7.5,8.5,4.5,-1,-1,-1,8,3.4,N1,,,,,,,,,,
35001503,7.2,-1,-1,-1,6.25,7.25,7.75,8.5,5,N1,,,,,,,,,,
35001504,4.4,-1,-1,-1,6,7,-1,4.75,-1,none,,,,,,,,,,
35001505,7.6,-1,-1,-1,6.5,6.75,8.75,9.5,6,N1,,,,,,,,,,
35001506,2.6,-1,-1,-1,6.75,6.5,-1,2.5,-1,none,,,,,,,,,,
35001507,-1,-1,-1,-1,6.75,7,-1,4,-1,none,,,,,,,,,,
35001508,3.2,-1,-1,-1,8,7.5,-1,3.75,-1,none,,,,,,,,,,
35001509,6,-1,-1,-1,7.25,7.75,-1,6.5,-1,none,,,,,,,,,,
35001510,7.6,5,3.25,3.5,-1,-1,-1,6,-1,none,,,,,,,,,,
35001511,8.6,7.75,8.5,4.25,-1,-1,-1,8.5,6,N1,,,,,,,,,,
35001512,7.6,7.25,8.75,3.75,-1,-1,-1,6.25,4.4,N1,,,,,,,,,,
35001513,5.4,-1,-1,-1,6.25,5.25,6.5,5.25,3.2,N1,,,,,,,,,,
35001514,3,-1,-1,-1,5.5,4,-1,4.75,-1,none,,,,,,,,,,
35001515,7.6,7.75,8.25,3.25,-1,-1,-1,6.25,5.8,N1,,,,,,,,,,
35001516,8.6,7,7,3.5,-1,-1,-1,6,5,N1,,,,,,,,,,
35001517,7.4,-1,-1,-1,7,7.5,7.75,9,5.6,N1,,,,,,,,,,
35001518,7.8,-1,-1,-1,6.25,6.5,8.5,8.75,3.6,N1,,,,,,,,,,
35001519,9,8.75,8.75,4.5,-1,-1,-1,5,5,N1,,,,,,,,,,
35001520,2,-1,-1,-1,4,4.25,-1,5.75,-1,none,,,,,,,,,,
35001521,3.6,-1,-1,-1,4,3.75,-1,5.25,-1,none,,,,,,,,,,
35001522,4,-1,-1,-1,4.25,6.5,-1,4,-1,none,,,,,,,,,,
35001523,5,-1,-1,-1,4.75,6.25,7.5,8,6.8,N1,,,,,,,,,,
35001524,7,-1,-1,-1,8.25,8.5,9,8.5,6.6,N1,,,,,,,,,,
35001525,7.2,-1,-1,-1,4.75,7.5,7,8.5,6.8,N1,,,,,,,,,,
35001526,5.4,-1,-1,-1,5.25,7,-1,4,-1,none,,,,,,,,,,
35001527,9.2,9,9,5,-1,-1,-1,8.75,6.4,N1,,,,,,,,,,
35001528,7.4,6.5,7.25,3.25,-1,-1,-1,8,4.6,N1,,,,,,,,,,
35001529,7,-1,-1,-1,6.75,8.75,8.5,8,4.4,N1,,,,,,,,,,
35001530,9,5.25,8.75,4.75,-1,-1,-1,8.5,4,N1,,,,,,,,,,
35001531,7,-1,-1,-1,7.5,6.25,7.75,7,4.2,N1,,,,,,,,,,
35001532,7.2,6.25,5.25,3.75,-1,-1,-1,5.5,3.6,N1,,,,,,,,,,
35001533,6.6,-1,-1,-1,7.5,7.5,9.25,8.25,7.6,N1,,,,,,,,,,
35001534,8.6,-1,-1,-1,8.25,7.75,9,9.5,8,N1,,,,,,,,,,
35001535,7.6,7,8.25,3.5,-1,-1,-1,7.75,5.2,N1,,,,,,,,,,
35001536,6.2,-1,-1,-1,7,6,8.75,8.75,5.6,N1,,,,,,,,,,
35001537,8,7,8.5,2,-1,-1,-1,6,6,N1,,,,,,,,,,
35001538,8.4,6.25,8.75,8.75,-1,-1,-1,6.5,7.6,N1,,,,,,,,,,
35001539,8.6,9,8.5,5.5,-1,-1,-1,4.75,6.6,N1,,,,,,,,,,
35001540,5,-1,-1,-1,4.75,5.75,-1,6,-1,none,,,,,,,,,,
35001541,7.2,-1,-1,-1,6.25,6.25,8.25,9,8.6,N1,,,,,,,,,,
35001542,7.6,8.75,8.25,2.5,-1,-1,-1,-1,-1,none,,,,,,,,,,
35001543,6.8,6.75,7,3,-1,-1,-1,6.75,4.2,N1,,,,,,,,,,
35001544,8.8,7.75,8.5,4.5,-1,-1,-1,8,6,N1,,,,,,,,,,
35001545,7.6,6.75,7,2.75,-1,-1,-1,7.75,5.2,N1,,,,,,,,,,
35001546,7.8,7.5,6.75,5,-1,-1,-1,8,4.2,N1,,,,,,,,,,
35001547,7,-1,-1,-1,7.25,6.5,8,7.75,4.6,N1,,,,,,,,,,
35001548,6.8,-1,-1,-1,5.5,7.5,6.75,6.5,2.4,N1,,,,,,,,,,
35001549,6.4,-1,-1,-1,4.75,8,7,6,2.6,N1,,,,,,,,,,
35001550,5.6,-1,-1,-1,9.5,8.5,7.75,7.5,4.2,N1,,,,,,,,,,
35001551,7.6,6.25,5.75,4.25,-1,-1,-1,6.5,5,N1,,,,,,,,,,
35001552,8.4,9,8,3,-1,-1,-1,4.5,2.8,N1,,,,,,,,,,
35001553,6.4,-1,-1,-1,5.75,6,7.75,7.5,2,N1,,,,,,,,,,
35001554,6.6,-1,-1,-1,7.5,6.75,8.75,8.25,4.8,N1,,,,,,,,,,
35001555,6.4,-1,-1,-1,6.25,8,8,5.5,3,N1,,,,,,,,,,
35001556,5.6,-1,-1,-1,6.5,6.75,6.5,7.75,5.2,N1,,,,,,,,,,
35001557,8,7.5,6.5,2.75,-1,-1,-1,6.5,4.2,N1,,,,,,,,,,
35001558,6.8,-1,-1,-1,6.75,7.5,7.25,6.5,1.8,N1,,,,,,,,,,
35001559,8,7,4,4.25,-1,-1,-1,7.5,7,N1,,,,,,,,,,
35001560,7,-1,-1,-1,3.5,7.25,6,4.75,2.2,N1,,,,,,,,,,
35001561,6.2,-1,-1,-1,5.75,6.5,5.75,5.75,4.2,N1,,,,,,,,,,
35001562,8.2,7.25,8.25,3.75,-1,-1,-1,9,7.4,N1,,,,,,,,,,
35001563,6.6,-1,-1,-1,5.75,7.5,7.25,7.5,4,N1,,,,,,,,,,
35001564,7.8,7.5,7.75,4.75,-1,-1,-1,7.5,4.4,N1,,,,,,,,,,
35001565,4.8,-1,-1,-1,6.25,5.5,6.5,6.5,2.8,N1,,,,,,,,,,
35001566,8.2,7.25,8.25,4,-1,-1,-1,7.75,4,N1,,,,,,,,,,
35001567,7.2,-1,-1,-1,6.75,8,9,6,4.2,N1,,,,,,,,,,
35001568,7.8,7.75,7.25,4.25,-1,-1,-1,7.5,4.4,N1,,,,,,,,,,
35001569,8.6,8,7.75,2.75,-1,-1,-1,4.5,4,N1,,,,,,,,,,
35001570,8.4,7.75,7,3.75,-1,-1,-1,7.5,5.6,N1,,,,,,,,,,
35001571,6.6,7,6.5,3.75,-1,-1,-1,6.25,3.4,N1,,,,,,,,,,
35001572,2.8,-1,-1,-1,3.75,6,5.75,6,2.6,N1,,,,,,,,,,
35001573,6.2,-1,-1,-1,6,8.75,8.25,7.75,4.2,N1,,,,,,,,,,
35001574,5.2,-1,-1,-1,6.5,6.75,8.25,8.5,4.8,N1,,,,,,,,,,
35001575,8.4,6.75,7.25,3.5,-1,-1,-1,7,5.2,N1,,,,,,,,,,
35001576,7,7.25,5,3.5,-1,-1,-1,7.5,5.4,N1,,,,,,,,,,
35001577,5.6,-1,-1,-1,4.25,4.5,6,5,4.2,N1,,,,,,,,,,
35001578,8.4,7.25,7.75,3.75,-1,-1,-1,7.5,4.4,N1,,,,,,,,,,
35001579,7,4.5,4.25,3.5,-1,-1,-1,6.25,2.6,N1,,,,,,,,,,
35001580,9.2,7.25,6.5,5.75,-1,-1,-1,5.75,8,N1,,,,,,,,,,
35001581,8.4,7,7.25,4,-1,-1,-1,7.25,6.4,N1,,,,,,,,,,
35001582,4,-1,-1,-1,5.25,6,8,6.25,4,N1,,,,,,,,,,
35001583,7.4,7,7.25,4,-1,-1,-1,5.75,5.4,N1,,,,,,,,,,
35001584,8.2,7.75,8,4.5,-1,-1,-1,7.5,7,N1,,,,,,,,,,
35001585,6.4,-1,-1,-1,6.5,8,7.5,6.5,4.2,N1,,,,,,,,,,
35001586,6.2,-1,-1,-1,6.25,7,7.75,5.75,3,N1,,,,,,,,,,
35001587,7.8,6.5,7,3,-1,-1,-1,4.75,2.4,N1,,,,,,,,,,
35001588,6.2,5.5,5.75,2.5,-1,-1,-1,6.25,4.6,N1,,,,,,,,,,
35001589,6.6,-1,-1,-1,8,9.25,6.75,7.25,3.4,N1,,,,,,,,,,
35001590,8,8,5,3.25,-1,-1,-1,9.25,7.2,N1,,,,,,,,,,
